CODMES,CODSOLICITUD,TARJETA_RELACIONADA,VEHICULAR_RELACIONADA,HIPOTECARIO_RELACIONADA,FLG_PDH,NUMERO_DE_PAGOS_PDH,SEGMENTOCLIENTE_RECLA_ENC,ZONA_CALLAO,ZONA_CENTRO,ZONA_LA_LIBERTAD,ZONA_LIMA,ZONA_MADRE_DE_DIOS,ZONA_NORTE,ZONA_NO_INFORMADO,ZONA_SUR,ZONA_TACNA,ESTADO_CIVIL_TM,ESTADO_CIVIL_CAS,ESTADO_CIVIL_CBS,ESTADO_CIVIL_CON,ESTADO_CIVIL_NO_INFORMADO,ESTADO_CIVIL_SEP,ESTADO_CIVIL_SOL,ESTADO_CIVIL_VIU,ATRASO_MAXIMO_ULT_24M_TCS_TM,MEDIANA_AHORROS_ULT_6M_TCS_TM,DEUDA_TOTAL_SISTEMA_TCS_TM,CLASIF_SISTEMA_ULT_12M_TM,MONTO_DEUDA_TC_SISTEMA_TCS,INGRESO_DECLARADO_CLIENTE_TCS_TM,EDAD_T_TCS_TM,FLG_DEFAULT_12M
201307,1,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,4514.07,5661.25,0.0,0.0,1992.756892,25.0,1
201307,2,1,0,0,1,22,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,715.79,21664.22,1.0,0.0,2413.719758,29.0,0
201307,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,8814.49,0.0,0.0,0.0,1694.357155,36.0,1
201307,4,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,2863.24,14172.718854229795,1.0,0.0,1785.392738,26.0,0
201307,5,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,18925.7,48636.71,1.0,9519.397500000001,6696.8683588,54.0,0
201307,6,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,2.0,1215.94,26905.52,1.0,9519.397500000001,2274.524189,37.0,0
201307,7,0,0,0,1,24,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,17942.57,26967.87,0.0,9519.397500000001,5144.873736,40.0,0
201307,8,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,3459.94,10349.79,0.0,0.0,1935.217659,27.0,0
201307,9,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,18925.7,48636.71,0.0,6367.52,6696.8683588,37.0,0
201307,10,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,624.61,6356.12,0.0,0.0,1120.624788,21.0,1
201307,11,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,7459.39,14172.718854229795,1.0,0.0,1616.57245,26.0,0
201307,12,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,930.72,0.0,0.0,0.0,1214.366609,34.0,1
201307,13,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,1053.46,9769.29,0.0,0.0,1441.54068,29.0,0
201307,14,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,6958.97,3727.71,0.0,532.51,1826.079983,37.0,0
201307,15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,316.48,37924.08,0.0,9519.397500000001,5037.272361,40.0,0
201307,16,1,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,2.0,10049.07,758.48,0.0,705.58,2257.660443,30.0,0
201307,17,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,18103.76,48636.71,0.0,9519.397500000001,6696.8683588,41.0,0
201307,18,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,18925.7,48636.71,0.0,9519.397500000001,6696.8683588,36.0,0
201307,19,1,0,0,1,10,1,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,2.0,8814.49,0.0,0.0,0.0,1786.737932,37.0,0
201307,20,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,CON,0,0,1,0,0,0,0,8.0,6416.2,824.65,2.0,824.65,1209.104808,29.0,0
201307,21,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,7624.94,0.0,0.0,0.0,3984.463821,31.0,0
201307,22,1,0,0,1,9,1,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,7484.46,6864.94,0.0,0.0,2008.483234,40.0,0
201307,23,1,0,0,1,17,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,4013.05,22311.46,0.0,9519.397500000001,3048.054279,30.0,0
201307,24,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,CON,0,0,1,0,0,0,0,2.0,13648.2,26984.48,0.0,2075.7,5989.966152,32.0,0
201307,25,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,6157.85,8391.56,1.0,6592.42,1796.934302,34.0,0
201307,26,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,SOL,0,0,0,0,0,1,0,8.0,62.99,40132.2,1.0,9519.397500000001,1477.35379,32.0,0
201307,27,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,8814.49,0.0,0.0,0.0,3145.999374,27.0,0
201307,28,0,0,0,1,22,0,0,0,0,0,0,0,0,1,0,CAS,1,0,0,0,0,0,0,8.0,588.97,1130.88,0.0,0.0,1377.922656,35.0,0
201307,29,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,18925.7,48636.71,0.0,9519.397500000001,6696.8683588,44.0,0
201307,30,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,787.48,14172.718854229795,0.0,0.0,1800.966482,32.0,1
201307,31,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,380.01,48636.71,0.0,9519.397500000001,1931.404018,29.0,0
201307,32,1,0,0,1,22,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,850.12,1375.5,0.0,1155.5,2963.467652759518,23.0,0
201307,33,1,0,0,1,16,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,4344.3,0.0,0.0,0.0,2235.893257,32.0,0
201307,34,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,7535.43,0.0,0.0,0.0,1878.639444,47.0,0
201307,35,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,CAS,1,0,0,0,0,0,0,8.0,5833.25,48636.71,0.0,9519.397500000001,3581.999941,59.0,0
201307,36,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,SOL,0,0,0,0,0,1,0,8.0,865.29,9639.92,0.0,943.06,1519.995364,35.0,0
201307,37,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,1.0,11783.47,48636.71,0.0,9519.397500000001,6696.8683588,38.0,0
201307,38,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,8536.08,156.2,0.0,156.2,3622.631694,53.0,0
201307,39,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,2.0,18925.7,48636.71,1.0,9519.397500000001,6696.8683588,47.0,0
201307,40,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,6018.58,23912.88,0.0,0.0,4221.849089,35.0,0
201307,41,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,2004.63,35035.92,0.0,9519.397500000001,2170.552244,52.0,0
201307,42,1,0,0,1,6,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,18925.7,48636.71,0.0,5659.58,6696.8683588,39.0,0
201307,43,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,1404.38,59.77,0.0,59.77,2712.076151,30.0,0
201307,44,1,0,0,1,21,1,0,0,0,1,0,0,0,0,0,CBS,0,1,0,0,0,0,0,8.0,4186.04,30307.75,4.0,4541.35,5306.924806,40.0,0
201307,45,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,2.0,18925.7,48636.71,2.0,8926.04,6696.8683588,41.0,0
201307,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,2701.97,14172.718854229795,1.0,0.0,1848.621854,47.0,0
201307,47,1,0,0,1,12,0,0,0,1,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,5541.25,1391.9,3.0,1391.9,1651.40154,43.0,0
201307,48,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,8142.98,14172.718854229795,1.0,0.0,1578.853692,53.0,0
201307,49,0,0,0,1,24,1,0,0,0,0,0,0,0,1,0,CAS,1,0,0,0,0,0,0,8.0,18925.7,48636.71,0.0,279.2,5394.083515,35.0,0
201307,50,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,1352.73,46741.62,0.0,9519.397500000001,3754.612944,60.0,0
201307,51,1,0,0,1,24,1,0,0,0,0,0,0,0,0,1,SOL,0,0,0,0,0,1,0,8.0,18925.7,7548.99,1.0,5654.57,6696.8683588,33.0,0
201307,52,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,NO_INFORMADO,0,0,0,1,0,0,0,8.0,8814.49,14172.718854229795,1.0,0.0,2963.467652759518,36.75091186418197,0
201307,53,0,0,0,1,11,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,3412.37,14172.718854229795,4.0,0.0,1679.14986,38.0,0
201307,54,0,0,0,1,24,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,12099.46,0.0,0.0,0.0,2533.044306,56.0,0
201307,55,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,582.06,20422.67,0.0,6231.66,2337.294323,31.0,0
201307,56,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,1952.69,14172.718854229795,0.0,0.0,2348.643104,34.0,0
201307,57,1,0,0,1,12,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,5473.58,18648.93,0.0,1486.52,4709.797724,55.0,0
201307,58,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,1.0,2219.24,9958.77,0.0,6502.18,3845.614838,56.0,0
201307,59,1,0,0,1,24,0,0,1,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,1.0,7809.04,4371.87,0.0,1641.05,1852.501979,30.0,1
201307,60,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,CAS,1,0,0,0,0,0,0,8.0,9375.4,0.0,0.0,0.0,3013.46255,37.0,1
201307,61,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,2308.03,520.51,1.0,0.0,1045.957159,49.0,1
201307,62,1,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,555.11,4838.55,0.0,4838.55,1745.490471,27.0,0
201307,63,1,0,0,1,24,0,0,0,0,0,0,1,0,0,0,SOL,0,0,0,0,0,1,0,8.0,4276.76,6373.78,0.0,6373.78,1926.654001,27.0,0
201307,64,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,1731.85,12382.77,3.0,592.2,1983.303419,38.0,0
201307,65,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,1037.17,8647.26,0.0,5950.91,2082.459872,23.0,0
201307,66,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,2.0,345.27,48636.71,0.0,9519.397500000001,2708.833075,45.0,0
201307,67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,4104.88,17723.46,0.0,3562.59,2452.70692,60.0,0
201307,68,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,239.15,0.0,4.0,0.0,2092.541615,32.0,0
201307,69,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,18925.7,19194.48,0.0,2342.33,6696.8683588,31.0,0
201307,70,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,773.01,48636.71,0.0,9519.397500000001,5605.587596,36.0,0
201307,71,1,0,0,1,24,1,0,0,0,0,0,1,0,0,0,SOL,0,0,0,0,0,1,0,8.0,18925.7,19052.79,0.0,0.0,4288.509024,46.0,0
201307,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CAS,1,0,0,0,0,0,0,8.0,217.62,14172.718854229795,4.0,0.0,1139.121203,34.0,0
201307,73,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,4213.1,4094.74,0.0,1839.34,1765.554272,36.0,0
201307,74,0,0,0,1,24,0,0,0,0,0,0,1,0,0,0,SOL,0,0,0,0,0,1,0,8.0,1117.75,1375.49,0.0,1375.49,1207.776584,36.0,0
201307,75,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CAS,1,0,0,0,0,0,0,8.0,1941.38,32255.01,0.0,9519.397500000001,3048.911404,36.0,0
201307,76,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CON,0,0,1,0,0,0,0,8.0,5669.79,1019.47,0.0,0.0,1355.902738,33.0,0
201307,77,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,14913.29,42.27,0.0,42.27,2407.136142,27.0,0
201307,78,1,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,8.0,4351.12,0.0,0.0,0.0,1562.300456,31.0,0
201307,79,1,0,0,1,24,1,0,0,0,0,0,0,0,1,0,CAS,1,0,0,0,0,0,0,2.0,8154.76,4768.76,2.0,0.0,2523.006545,43.0,0
201307,80,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,CAS,1,0,0,0,0,0,0,8.0,9559.62,14172.718854229795,0.0,0.0,2523.923294,43.0,0
201307,81,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,571.33,14172.718854229795,1.0,0.0,1321.870932,34.0,0
201307,82,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,4265.41,3256.65,0.0,3256.65,2262.163112,38.0,0
201307,83,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,2928.9,33246.75,0.0,9519.397500000001,5322.443255,51.0,0
201307,84,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,11960.93,10004.66,0.0,4.66,2942.344924,31.0,0
201307,85,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,711.33,832.59,0.0,832.59,1801.496942,27.0,0
201307,86,1,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,4085.7,155.63,0.0,0.0,1511.751482,24.0,1
201307,87,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,10910.58,0.0,0.0,0.0,2490.982844,38.0,0
201307,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,3509.38,1828.78,0.0,1828.78,1538.947564,23.0,0
201307,89,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,6202.12,48636.71,0.0,9519.397500000001,1681.572865,41.0,0
201307,90,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,6325.36,1567.8,0.0,0.0,1419.348251,28.0,0
201307,91,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,9640.62,16433.32,0.0,1540.36,3295.688566,30.0,0
201307,92,1,0,0,1,12,1,0,0,1,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,2.0,1696.42,14441.55,0.0,5178.59,3077.516668,43.0,0
201307,93,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,2.0,75.52,14172.718854229795,0.0,0.0,1463.428518,41.0,0
201307,94,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,2.0,9015.56,9772.11,1.0,9130.04,2573.030119,48.0,0
201307,95,1,0,0,1,24,0,0,0,0,0,0,1,0,0,0,SOL,0,0,0,0,0,1,0,4.0,5518.24,4564.54,1.0,0.0,1663.626642,31.0,0
201307,96,0,0,0,1,24,1,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,2.0,7941.44,19838.61,0.0,5324.0,2330.650039,35.0,0
201307,97,1,0,1,1,24,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,18925.7,48636.71,0.0,9519.397500000001,6696.8683588,30.0,0
201307,98,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,4.0,4286.22,16812.72,0.0,0.0,2797.737689,30.0,0
201307,99,0,0,0,1,9,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,8.0,6815.56,773.83,4.0,0.0,1788.878973,48.0,1
201307,100,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,11016.11,39400.0,0.0,0.0,3045.782491,28.0,1
201307,101,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,4.0,1751.24,7325.21,0.0,1106.88,2112.868086,32.0,0
201307,102,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,SEP,0,0,0,0,1,0,0,4.0,18925.7,48636.71,0.0,9519.397500000001,6696.8683588,60.0,0
201307,103,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,2.0,4036.67,3204.11,0.0,2070.42,2283.946301,37.0,0
201307,104,1,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,4.0,16237.47,0.0,0.0,0.0,3971.636358,38.0,0
201307,105,1,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,4.0,4697.97,652.26,0.0,652.26,1354.455711,41.0,0
201307,106,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,4.0,3974.98,14172.718854229795,1.0,0.0,2289.554215,40.0,0
201307,107,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,10766.85,511.16,0.0,511.16,1804.280194,44.0,0
201307,108,1,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,18925.7,14172.718854229795,1.0,0.0,3795.022557,38.0,0
201307,109,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,CBS,0,1,0,0,0,0,0,4.0,726.66,48636.71,0.0,9519.397500000001,3021.625754,60.0,0
201307,110,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,299.65,1700.05,0.0,1700.05,1714.468513,37.0,0
201307,111,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,CBS,0,1,0,0,0,0,0,8.0,2465.37,3479.86,0.0,0.0,1916.585422,38.0,0
201307,112,0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,5371.49,0.0,0.0,0.0,1988.047847,47.0,0
201307,113,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,1216.38,14172.718854229795,1.0,0.0,1426.230599,27.0,0
201307,114,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,2.0,11802.45,1055.83,1.0,1055.83,1854.670961,39.0,0
201307,115,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,1239.71,976.76,2.0,0.0,1672.532971,27.0,0
201307,116,1,0,0,1,24,0,0,1,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,2521.17,18125.6,0.0,0.0,2124.553031,25.0,0
201307,117,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,16617.0,41167.15,0.0,9519.397500000001,6696.8683588,46.0,0
201307,118,1,0,0,1,24,1,0,1,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,6130.67,10678.57,0.0,7086.27,3178.534785,29.0,0
201307,119,0,0,0,1,21,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,5042.96,259.09,0.0,0.0,1697.808598,33.0,0
201307,120,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,5442.5,22201.32,0.0,0.0,2365.96469,33.0,0
201307,121,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,1465.62,12781.69,0.0,6723.33,2093.264415,38.0,0
201307,122,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,3421.19,2281.37,0.0,0.0,1556.281754,59.0,0
201307,123,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,8182.61,2049.33,0.0,2049.33,2371.046097,60.0,0
201307,124,0,0,0,1,24,1,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,2.0,17473.0,7063.17,0.0,0.0,3659.236197,38.0,0
201307,125,1,0,0,1,16,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,3472.65,5509.48,0.0,2800.6,2096.559315,24.0,0
201307,126,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,3103.46,0.0,0.0,0.0,1525.724992,49.0,0
201307,127,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,8604.33,13740.1,0.0,0.0,2303.679141,33.0,0
201307,128,1,0,0,1,24,0,0,0,0,0,0,0,0,1,0,CAS,1,0,0,0,0,0,0,4.0,2639.21,14172.718854229795,1.0,0.0,1469.022312,54.0,0
201307,129,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,2.0,722.19,769.63,0.0,169.63,1394.833788,40.0,1
201307,130,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,9391.59,22510.97,0.0,7359.21,2628.856867,36.0,0
201307,131,0,0,0,1,24,1,0,1,0,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,18925.7,11035.31,0.0,0.0,3739.175117,33.0,0
201307,132,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CBS,0,1,0,0,0,0,0,4.0,152.51,6304.47,0.0,0.0,1282.659879,43.0,1
201307,133,1,0,0,1,20,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,9440.01,9668.96,0.0,7775.97,4013.948878,26.0,0
201307,134,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,9836.66,41309.34,1.0,9519.397500000001,2672.153966,29.0,1
201307,135,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,2759.65,10371.03,0.0,9519.397500000001,2408.332003,46.0,0
201307,136,1,0,0,1,9,0,0,0,0,0,0,0,1,0,0,NO_INFORMADO,0,0,0,1,0,0,0,4.0,15651.89,0.0,0.0,0.0,2963.467652759518,36.75091186418197,0
201307,137,1,0,0,1,24,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,18081.0,30176.25,0.0,9519.397500000001,6696.8683588,37.0,0
201307,138,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,3552.9,0.0,0.0,0.0,1352.867918,27.0,0
201307,139,1,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,8.0,8432.44,5857.47,1.0,2892.46,2473.075643,38.0,0
201307,140,1,0,0,1,24,0,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,4.0,2979.8,3071.95,0.0,0.0,1693.844947,35.0,0
201307,141,1,0,0,1,24,0,0,1,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,267.66,0.0,0.0,0.0,1131.821727,35.0,0
201307,142,0,0,0,1,24,1,0,0,0,0,0,0,0,1,0,SOL,0,0,0,0,0,1,0,4.0,13491.21,14172.718854229795,0.0,0.0,3018.70766,29.0,0
201307,143,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,18925.7,39462.05,0.0,1708.35,6696.8683588,39.0,0
201307,144,1,0,0,1,10,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,546.99,7693.34,2.0,7693.34,1585.263622,32.0,0
201307,145,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,13306.69,8513.4,0.0,0.0,2647.027417,33.0,0
201307,146,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,8706.15,4842.63,0.0,0.0,1576.170214,29.0,0
201307,147,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,8814.49,14172.718854229795,1.0,0.0,1897.627986,49.0,0
201307,148,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,3646.63,4144.37,0.0,0.0,1482.916198,35.0,0
201307,149,0,0,0,1,24,1,0,0,0,1,0,0,0,0,0,SOL,0,0,0,0,0,1,0,4.0,18925.7,17130.71,2.0,630.79,2936.228976,34.0,0
201307,150,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,608.84,19714.55,0.0,3204.66,1547.353603,39.0,0
201307,151,1,0,0,1,24,1,0,0,0,0,0,0,0,0,0,SOL,0,0,0,0,0,1,0,2.0,16454.0,48636.71,0.0,7074.52,6696.8683588,30.0,0
201307,152,0,0,0,1,24,1,0,0,0,1,0,0,0,0,0,CAS,1,0,0,0,0,0,0,4.0,18925.7,15000.0,0.0,0.0,4497.621196,60.0,0
