CODMES;CODSOLICITUD;SEGMENTOCLIENTE;TARJETA_RELACIONADA;VEHICULAR_RELACIONADA;HIPOTECARIO_RELACIONADA;ATRASO_MAXIMO_ULT_24M;MESES_AHORROS_ULT_6M;MEDIANA_AHORROS_ULT_6M;DEUDA_TOTAL_SISTEMA;CLASIF_SISTEMA_ULT_12M;FLG_PDH;NUMERO_DE_PAGOS_PDH;MONTO_DEUDA_TC_SISTEMA;INGRESO_DECLARADO_CLIENTE;ZONA_DEL_DESEMBOLSO;ESTADO_CIVIL;EDAD_T;LINEA_DE_TC_SISTEMA;FLG_DEFAULT_12M
201307;1;CLIENTES ORO;0;0;0;25;6;4514.07;5661.25;0;1;24;0;1992.756892;CUZCO;SOL;25;10900;1
201307;2;CLIENTES ORO;1;0;0;20;5;715.79;21664.22;1;1;22;0;2413.719758;AREQUIPA;SOL;29;23300;0
201307;3;CLIENTES ORO;1;0;0;45;6;8814.49;0;0;0;0;0;1694.357155;CUZCO;SOL;36;7600;1
201307;4;CLIENTES ORO;0;0;0;20;3;2863.24;;;1;7;0;1785.392738;LIMA_NORTE;CAS;26;14741;0
201307;5;CLIENTES PLATINUM SEGM 2;1;0;0;20;6;19174;91311.62;1;1;24;10207.4;11991.51802;LIMA_ESTE;CAS;54;30000;0
201307;6;CLIENTES PLATINUM SEGM 2;1;0;0;2;;1215.94;26905.52;1;1;24;26707.38;2274.524189;LIMA_SUR;SOL;37;3150;0
201307;7;CLIENTES PLATINUM SEGM 2;0;0;0;20;;17942.57;26967.87;0;1;24;25620.24;5144.873736;LIMA_NORTE;CAS;40;5974;0
201307;8;CLIENTES ORO;0;0;0;17;;3459.94;10349.79;0;1;24;0;1935.217659;LIMA_PROV;SOL;27;18113;0
201307;9;CLIENTES PLATINUM SEGM 2;1;0;0;20;;21795;53392.37;0;1;24;6367.52;8345.098278;LIMA_MODERNA;SOL;37;18100;0
201307;10;CLIENTES ORO;0;0;0;55;;624.61;6356.12;0;1;14;0;1120.624788;ICA;SOL;21;15262;1
201307;11;CLIENTES ORO;0;0;0;20;;7459.39;;;1;24;0;1616.57245;CALLAO;SOL;26;1949;0
201307;12;CLIENTES ORO;1;0;0;20;;930.72;0;0;1;4;0;1214.366609;LIMA_MODERNA;CAS;34;3600;1
201307;13;CLIENTES ORO;0;0;0;20;;1053.46;9769.29;0;1;11;0;1441.54068;LA_LIBERTAD;SOL;29;15032;0
201307;14;CLIENTES ORO;1;0;0;20;;6958.97;3727.71;0;1;24;532.51;1826.079983;ANCASH;CAS;37;5000;0
201307;15;CLIENTES PLATINUM SEGM 2;1;0;0;20;;316.48;37924.08;0;0;1;37924.08;5037.272361;CALLAO;CAS;40;31000;0
201307;16;CLIENTES ORO;1;0;0;2;;10049.07;758.48;0;1;24;705.58;2257.660443;AREQUIPA;SOL;30;3600;0
201307;17;CLIENTES PLATINUM SEGM 2;0;0;0;20;;18103.76;83775.67;0;0;1;13587.76;7090.61339;AREQUIPA;SOL;41;1437;0
201307;18;CLIENTES PLATINUM SEGM 2;1;0;0;20;;20177.44;79980.38;0;0;1;49744.51;7520.62226;LIMA_MODERNA;SOL;36;23700;0
201307;19;CLIENTES PLATINUM SEGM 2;1;0;0;2;;8814.49;0;0;1;10;0;1786.737932;CUZCO;SOL;37;6750;0
201307;20;CLIENTES ORO;0;0;0;20;;6416.2;824.65;2;1;7;824.65;1209.104808;LIMA_SUR;CON;29;8485;0
201307;21;CLIENTES ORO;1;0;0;20;;7624.94;0;0;1;2;0;3984.463821;LIMA_MODERNA;SOL;31;6600;0
201307;22;CLIENTES PLATINUM SEGM 2;1;0;0;20;;7484.46;6864.94;0;1;9;0;2008.483234;AREQUIPA;SOL;40;21800;0
201307;23;CLIENTES ORO;1;0;0;20;;4013.05;22311.46;0;1;17;22311.35;3048.054279;LIMA_ESTE;SOL;30;8354;0
201307;24;CLIENTES PLATINUM SEGM 2;1;0;0;2;;13648.2;26984.48;0;1;24;2075.7;5989.966152;LIMA_NORTE;CON;32;48000;0
201307;25;CLIENTES ORO;1;0;0;15;;6157.85;8391.56;1;1;24;6592.42;1796.934302;LIMA_ESTE;SOL;34;4096;0
201307;26;CLIENTES SIGNATURE;0;0;0;20;;62.99;40132.2;1;0;0;39453.62;1477.35379;APURIMAC;SOL;32;21935;0
201307;27;CLIENTES ORO;0;0;0;20;;8814.49;0;0;1;9;0;3145.999374;JUNIN;SOL;27;20436;0
201307;28;CLIENTES ORO;0;0;0;20;;588.97;1130.88;0;1;22;0;1377.922656;ICA;CAS;35;21927;0
201307;29;CLIENTES PLATINUM SEGM 2;1;0;0;20;;21113;90572.54;0;1;2;65248.86;11269.98966;LIMA_MODERNA;CAS;44;41400;0
201307;30;CLIENTES ORO;0;0;0;20;;787.48;;0;1;24;0;1800.966482;AREQUIPA;SOL;32;2441;1
201307;31;CLIENTES PLATINUM SEGM 2;0;1;0;20;;380.01;54145.89;0;0;1;30068.25;1931.404018;LIMA_MODERNA;SOL;29;14397;0
201307;32;CLIENTES ORO;1;0;0;20;;850.12;1375.5;0;1;22;1155.5;;LIMA_ESTE;SOL;23;1200;0
201307;33;CLIENTES ORO;1;0;0;20;;4344.3;0;0;1;16;0;2235.893257;LIMA_MODERNA;CAS;32;1900;0
201307;34;CLIENTES ORO;1;0;0;20;;7535.43;0;0;1;24;0;1878.639444;LIMA_PROV;SOL;47;4300;0
201307;35;CLIENTES PLATINUM SEGM 2;0;0;0;20;;5833.25;472473.23;0;1;2;91857.12;3581.999941;AREQUIPA;CAS;59;2625;0
201307;36;CLIENTES ORO;0;0;0;20;;865.29;9639.92;0;1;7;943.06;1519.995364;TACNA;SOL;35;20395;0
201307;37;CLIENTES PLATINUM SEGM 2;1;0;0;1;;11783.47;105376.54;0;1;24;61923.75;7668.089515;LA_LIBERTAD;CAS;38;30230;0
201307;38;CLIENTES ORO;0;0;0;20;;8536.08;156.2;0;1;24;156.2;3622.631694;LIMA_ESTE;CAS;53;13225;0
201307;39;CLIENTES PLATINUM SEGM 2;1;0;0;2;;20798;103420.24;1;1;24;14858.62;7237.299554;LIMA_MODERNA;CAS;47;30000;0
201307;40;CLIENTES ORO;1;0;0;20;;6018.58;23912.88;0;1;9;0;4221.849089;AREQUIPA;SOL;35;16300;0
201307;41;CLIENTES ORO;1;0;0;20;;2004.63;35035.92;0;1;24;24885.35;2170.552244;ANCASH;CAS;52;30000;0
201307;42;CLIENTES PLATINUM SEGM 2;1;0;0;20;;21786.56;73716.19;0;1;6;5659.58;11863.02303;LIMA_ESTE;CAS;39;13900;0
201307;43;CLIENTES ORO;1;0;0;20;;1404.38;59.77;0;1;1;59.77;2712.076151;LIMA_MODERNA;SOL;30;27300;0
201307;44;CLIENTES PLATINUM SEGM 2;1;0;0;20;;4186.04;30307.75;4;1;21;4541.35;5306.924806;LIMA_NORTE;CBS;40;4000;0
201307;45;CLIENTES PLATINUM SEGM 2;1;0;0;2;;22959.03;97133.14;2;1;24;8926.04;7048.956707;LA_LIBERTAD;SOL;41;11050;0
201307;46;CLIENTES ORO;0;0;0;20;;2701.97;;;0;0;0;1848.621854;CUZCO;SOL;47;1307;0
201307;47;CLIENTES ORO;1;0;0;20;;5541.25;1391.9;3;1;12;1391.9;1651.40154;LA_LIBERTAD;SOL;43;3600;0
201307;48;CLIENTES ORO;0;0;0;20;;8142.98;;;1;3;0;1578.853692;LIMA_ESTE;CAS;53;490;0
201307;49;CLIENTES PLATINUM SEGM 2;0;0;0;20;;22845;261015.2;0;1;24;279.2;5394.083515;CUZCO;CAS;35;13062;0
201307;50;CLIENTES ORO;1;0;0;20;;1352.73;46741.62;0;0;1;46741.62;3754.612944;LIMA_MODERNA;SOL;63;30000;0
201307;51;CLIENTES PLATINUM SEGM 2;1;0;0;15;;20209;7548.99;1;1;24;5654.57;11619.62724;TACNA;SOL;33;48000;0
201307;52;CLIENTES PLATINUM SEGM 2;1;0;0;20;;8814.49;;;1;4;0;;;;;30000;0
201307;53;CLIENTES ORO;0;0;0;20;;3412.37;;4;1;11;0;1679.14986;AREQUIPA;SOL;38;20782;0
201307;54;CLIENTES PLATINUM SEGM 2;0;0;0;20;;12099.46;0;0;1;24;0;2533.044306;LIMA_CENTRO;CAS;56;8244;0
201307;55;CLIENTES PLATINUM SEGM 2;1;0;0;20;;582.06;20422.67;0;1;24;6231.66;2337.294323;LIMA_CENTRO;SOL;31;15100;0
201307;56;CLIENTES ORO;0;0;0;20;;1952.69;;0;1;24;0;2348.643104;CUZCO;SOL;34;13102;0
201307;57;CLIENTES ORO;1;0;0;20;;5473.58;18648.93;0;1;12;1486.52;4709.797724;CALLAO;SOL;55;5000;0
201307;58;CLIENTES ORO;1;0;0;1;;2219.24;9958.77;0;1;24;6502.18;3845.614838;LIMA_NORTE;CAS;56;6000;0
201307;59;CLIENTES ORO;1;0;0;1;;7809.04;4371.87;0;1;24;1641.05;1852.501979;JUNIN;SOL;30;7500;1
201307;60;CLIENTES PLATINUM SEGM 2;0;0;0;30;;9375.4;0;0;0;1;0;3013.46255;LORETO;CAS;37;6808;1
201307;61;CLIENTES ORO;0;0;0;20;;2308.03;520.51;1;1;7;0;1045.957159;LIMA_NORTE;CAS;49;17535;1
201307;62;CLIENTES ORO;1;0;0;20;;555.11;4838.55;0;1;24;4838.55;1745.490471;CALLAO;SOL;27;5300;0
201307;63;CLIENTES ORO;1;0;0;20;;4276.76;6373.78;0;1;24;6373.78;1926.654001;SAN_MARTIN;SOL;27;4000;0
201307;64;CLIENTES ORO;1;0;0;20;;1731.85;12382.77;3;1;1;592.2;1983.303419;AREQUIPA;SOL;38;9200;0
201307;65;CLIENTES ORO;1;0;0;20;;1037.17;8647.26;0;1;4;5950.91;2082.459872;LIMA_CENTRO;SOL;23;2600;0
201307;66;CLIENTES ORO;1;0;0;2;;345.27;71569.62;0;0;1;71569.62;2708.833075;CALLAO;CAS;45;2000;0
201307;67;CLIENTES ORO;0;0;0;20;;4104.88;17723.46;0;0;1;3562.59;2452.70692;LIMA_SUR;CAS;63;14682;0
201307;68;CLIENTES ORO;0;0;0;29;;239.15;0;4;1;4;0;2092.541615;AREQUIPA;SOL;32;5819;0
201307;69;CLIENTES ORO;0;0;0;20;;23466;19194.48;0;1;24;2342.33;7034.888182;CUZCO;SOL;31;11641;0
201307;70;CLIENTES PLATINUM SEGM 2;0;0;0;20;;773.01;223325.99;0;1;5;12026.47;5605.587596;LIMA_MODERNA;CAS;36;9040;0
201307;71;CLIENTES PLATINUM SEGM 2;1;0;0;20;;20022.83;19052.79;0;1;24;0;4288.509024;LAMBAYEQUE;SOL;46;30200;0
201307;72;CLIENTES ORO;0;0;0;20;;217.62;;4;0;0;0;1139.121203;LAMBAYEQUE;CAS;34;16470;0
201307;73;CLIENTES ORO;1;0;0;20;;4213.1;4094.74;0;0;1;1839.34;1765.554272;LIMA_SUR;SOL;36;3000;0
201307;74;CLIENTES ORO;0;0;0;20;;1117.75;1375.49;0;1;24;1375.49;1207.776584;LAMBAYEQUE;SOL;36;4180;0
201307;75;CLIENTES ORO;1;0;0;20;;1941.38;32255.01;0;0;1;10451.81;3048.911404;AREQUIPA;CAS;36;18200;0
201307;76;CLIENTES ORO;1;0;0;20;;5669.79;1019.47;0;1;24;0;1355.902738;LIMA_PROV;CON;33;3750;0
201307;77;CLIENTES ORO;1;0;0;20;;14913.29;42.27;0;1;24;42.27;2407.136142;ANCASH;SOL;27;12000;0
201307;78;CLIENTES ORO;1;0;0;20;;4351.12;0;0;1;24;0;1562.300456;CUZCO;SOL;31;10900;0
201307;79;CLIENTES PLATINUM SEGM 2;1;0;0;2;;8154.76;4768.76;2;1;24;0;2523.006545;CUZCO;CAS;43;25700;0
201307;80;CLIENTES ORO;0;0;0;20;;9559.62;;0;1;24;0;2523.923294;AREQUIPA;CAS;43;19377;0
201307;81;CLIENTES ORO;0;0;0;20;;571.33;;;1;24;0;1321.870932;LIMA_PROV;SOL;34;14138;0
201307;82;CLIENTES ORO;1;0;0;20;;4265.41;3256.65;0;1;24;3256.65;2262.163112;ANCASH;CAS;38;1400;0
201307;83;CLIENTES PLATINUM SEGM 2;1;0;0;20;;2928.9;33246.75;0;0;1;31390.07;5322.443255;HUANUCO;CAS;51;63609;0
201307;84;CLIENTES ORO;0;0;0;20;;11960.93;10004.66;0;1;24;4.66;2942.344924;CALLAO;SOL;31;7158;0
201307;85;CLIENTES ORO;1;0;0;20;;711.33;832.59;0;1;24;832.59;1801.496942;LIMA_ESTE;SOL;27;3000;0
201307;86;CLIENTES ORO;1;0;0;20;;4085.7;155.63;0;1;24;0;1511.751482;CALLAO;SOL;24;3600;1
201307;87;CLIENTES ORO;0;0;0;20;;10910.58;0;0;1;24;0;2490.982844;HUANCAVELICA;CAS;38;22333;0
201307;88;CLIENTES ORO;1;0;0;20;;3509.38;1828.78;0;0;0;1828.78;1538.947564;CALLAO;SOL;23;1000;0
201307;89;CLIENTES ORO;0;0;0;20;;6202.12;74321.36;0;1;24;12933.36;1681.572865;CALLAO;SOL;41;19665;0
201307;90;CLIENTES ORO;0;0;0;4;;6325.36;1567.8;0;1;24;0;1419.348251;LIMA_ESTE;SOL;28;961;0
201307;91;CLIENTES ORO;1;0;0;20;;9640.62;16433.32;0;1;24;1540.36;3295.688566;LIMA_NORTE;SOL;30;7000;0
201307;92;CLIENTES PLATINUM SEGM 2;1;0;0;2;;1696.42;14441.55;0;1;12;5178.59;3077.516668;LA_LIBERTAD;SOL;43;3000;0
201307;93;CLIENTES ORO;0;0;0;2;;75.52;;0;1;24;0;1463.428518;LIMA_PROV;SOL;41;18958;0
201307;94;CLIENTES ORO;0;0;0;2;;9015.56;9772.11;1;1;24;9130.04;2573.030119;LIMA_SUR;CAS;48;569;0
201307;95;CLIENTES ORO;1;0;0;4;;5518.24;4564.54;1;1;24;0;1663.626642;LAMBAYEQUE;SOL;31;5400;0
201307;96;CLIENTES PLATINUM SEGM 2;0;0;0;2;;7941.44;19838.61;0;1;24;5324;2330.650039;ICA;SOL;35;16557;0
201307;97;CLIENTES PLATINUM SEGM 2;1;0;1;4;;22824;410422.72;0;1;24;23447.25;11581.92306;LIMA_MODERNA;CAS;30;28700;0
201307;98;CLIENTES ORO;1;0;0;4;;4286.22;16812.72;0;1;6;0;2797.737689;CUZCO;SOL;30;1700;0
201307;99;CLIENTES PLATINUM SEGM 2;0;0;0;60;;6815.56;773.83;4;1;9;0;1788.878973;LIMA_MODERNA;CAS;48;4745;1
201307;100;CLIENTES ORO;0;0;0;4;;11016.11;39400;0;1;24;0;3045.782491;CALLAO;SOL;28;13202;1
201307;101;CLIENTES ORO;1;0;0;4;;1751.24;7325.21;0;1;3;1106.88;2112.868086;AREQUIPA;SOL;32;5000;0
201307;102;CLIENTES PLATINUM SEGM 2;1;0;0;4;;21737;117160.01;0;0;1;30880.41;9084.324207;AREQUIPA;SEP;67;51453;0
201307;103;CLIENTES ORO;1;0;0;2;;4036.67;3204.11;0;1;3;2070.42;2283.946301;LIMA_CENTRO;SOL;37;12250;0
201307;104;CLIENTES ORO;1;0;0;4;;16237.47;0;0;1;24;0;3971.636358;PUNO;SOL;38;9500;0
201307;105;CLIENTES ORO;1;0;0;4;;4697.97;652.26;0;1;24;652.26;1354.455711;CUZCO;SOL;41;2900;0
201307;106;CLIENTES ORO;0;0;0;4;;3974.98;;;1;24;0;2289.554215;PUNO;SOL;40;4304;0
201307;107;CLIENTES ORO;0;0;0;4;;10766.85;511.16;0;1;24;511.16;1804.280194;CALLAO;CAS;44;7670;0
201307;108;CLIENTES ORO;1;0;0;4;;20755.37;;;1;24;0;3795.022557;CALLAO;SOL;38;6000;0
201307;109;CLIENTES PLATINUM SEGM 2;1;0;0;4;;726.66;203316.61;0;0;1;24603.32;3021.625754;LIMA_PROV;CBS;61;15000;0
201307;110;CLIENTES ORO;1;0;0;4;;299.65;1700.05;0;1;8;1700.05;1714.468513;LIMA_NORTE;CAS;37;5400;0
201307;111;CLIENTES ORO;1;0;0;25;;2465.37;3479.86;0;1;2;0;1916.585422;AREQUIPA;CBS;38;1850;0
201307;112;CLIENTES ORO;0;0;0;4;;5371.49;0;0;1;24;0;1988.047847;LA_LIBERTAD;CAS;47;21693;0
201307;113;CLIENTES ORO;0;0;0;4;;1216.38;;;1;24;0;1426.230599;LIMA_SUR;SOL;27;4163;0
201307;114;CLIENTES ORO;0;0;0;2;;11802.45;1055.83;1;1;24;1055.83;1854.670961;LIMA_ESTE;SOL;39;5641;0
201307;115;CLIENTES ORO;0;0;0;32;;1239.71;976.76;2;1;7;0;1672.532971;LIMA_NORTE;SOL;27;6528;0
201307;116;CLIENTES ORO;1;0;0;4;;2521.17;18125.6;0;1;24;0;2124.553031;HUANUCO;SOL;25;5000;0
201307;117;CLIENTES PLATINUM SEGM 2;1;0;0;4;;16617;41167.15;0;1;24;24931.64;9739.723151;LIMA_MODERNA;CAS;46;10000;0
201307;118;CLIENTES PLATINUM SEGM 2;1;0;0;4;;6130.67;10678.57;0;1;24;7086.27;3178.534785;HUANUCO;SOL;29;15000;0
201307;119;CLIENTES ORO;0;0;0;4;;5042.96;259.09;0;1;21;0;1697.808598;LIMA_PROV;SOL;33;16768;0
201307;120;CLIENTES ORO;0;0;0;4;;5442.5;22201.32;0;1;6;0;2365.96469;LIMA_NORTE;SOL;33;12883;0
201307;121;CLIENTES ORO;1;0;0;4;;1465.62;12781.69;0;1;24;6723.33;2093.264415;LIMA_ESTE;CAS;38;7600;0
201307;122;CLIENTES ORO;0;0;0;4;;3421.19;2281.37;0;1;12;0;1556.281754;LA_LIBERTAD;CAS;59;13776;0
201307;123;CLIENTES ORO;1;0;0;4;;8182.61;2049.33;0;1;24;2049.33;2371.046097;LIMA_ESTE;SOL;63;6600;0
201307;124;CLIENTES PLATINUM SEGM 2;0;0;0;2;;17473;7063.17;0;1;24;0;3659.236197;AREQUIPA;SOL;38;9074;0
201307;125;CLIENTES ORO;1;0;0;4;;3472.65;5509.48;0;1;16;2800.6;2096.559315;LIMA_NORTE;SOL;24;15100;0
201307;126;CLIENTES ORO;0;0;0;4;;3103.46;0;0;1;24;0;1525.724992;LIMA_NORTE;SOL;49;3447;0
201307;127;CLIENTES ORO;0;0;0;17;;8604.33;13740.1;0;1;24;0;2303.679141;LIMA_MODERNA;SOL;33;10807;0
201307;128;CLIENTES ORO;1;0;0;4;;2639.21;;;1;24;0;1469.022312;CUZCO;CAS;54;5100;0
201307;129;CLIENTES ORO;0;0;0;2;;722.19;769.63;0;1;24;169.63;1394.833788;ICA;SOL;40;2767;1
201307;130;CLIENTES ORO;0;0;0;4;;9391.59;22510.97;0;1;24;7359.21;2628.856867;LIMA_MODERNA;CAS;36;7604;0
201307;131;CLIENTES PLATINUM SEGM 2;0;0;0;4;;22098.79;11035.31;0;1;24;0;3739.175117;CERRO_DE_PASCO;CAS;33;356;0
201307;132;CLIENTES ORO;1;0;0;4;;152.51;6304.47;0;1;24;0;1282.659879;LIMA_CENTRO;CBS;43;900;1
201307;133;CLIENTES PLATINUM SEGM 2;1;0;0;4;;9440.01;9668.96;0;1;20;7775.97;4013.948878;LIMA_MODERNA;SOL;26;7000;0
201307;134;CLIENTES ORO;0;0;0;4;;9836.66;41309.34;1;1;24;18607.1;2672.153966;LIMA_ESTE;CAS;29;14238;1
201307;135;CLIENTES ORO;1;0;0;4;;2759.65;10371.03;0;0;1;9771.03;2408.332003;LIMA_SUR;SOL;46;15100;0
201307;136;CLIENTES ORO;1;0;0;4;;15651.89;0;0;1;9;0;;;;;16200;0
201307;137;CLIENTES PLATINUM SEGM 2;1;0;0;4;;18081;30176.25;0;1;24;30176.25;13801.97656;LIMA_SUR;SOL;37;80000;0
201307;138;CLIENTES ORO;1;0;0;4;;3552.9;0;0;1;6;0;1352.867918;LIMA_ESTE;SOL;27;2200;0
201307;139;CLIENTES ORO;1;0;0;12;;8432.44;5857.47;1;1;24;2892.46;2473.075643;LIMA_NORTE;SOL;38;3000;0
201307;140;CLIENTES ORO;1;0;0;4;;2979.8;3071.95;0;1;24;0;1693.844947;PUNO;SOL;35;3600;0
201307;141;CLIENTES ORO;1;0;0;4;;267.66;0;0;1;24;0;1131.821727;JUNIN;SOL;35;10500;0
201307;142;CLIENTES PLATINUM SEGM 2;0;0;0;4;;13491.21;;0;1;24;0;3018.70766;ICA;SOL;29;1403;0
201307;143;CLIENTES ORO;1;0;0;4;;21753;39462.05;0;0;1;1708.35;8583.113125;LIMA_CENTRO;SOL;39;16500;0
201307;144;CLIENTES ORO;1;0;0;4;;546.99;7693.34;2;1;10;7693.34;1585.263622;CALLAO;SOL;32;2620;0
201307;145;CLIENTES ORO;0;0;0;4;;13306.69;8513.4;0;1;24;0;2647.027417;LIMA_SUR;SOL;33;11727;0
201307;146;CLIENTES ORO;0;0;0;4;;8706.15;4842.63;0;1;24;0;1576.170214;LIMA_SUR;SOL;29;19062;0
201307;147;CLIENTES ORO;0;0;0;4;;8814.49;;;1;24;0;1897.627986;CALLAO;SOL;49;9101;0
201307;148;CLIENTES ORO;0;0;0;4;;3646.63;4144.37;0;1;24;0;1482.916198;LIMA_ESTE;SOL;35;14355;0
201307;149;CLIENTES PLATINUM SEGM 2;0;0;0;4;;20072.24;17130.71;2;1;24;630.79;2936.228976;LIMA_CENTRO;SOL;34;410;0
201307;150;CLIENTES PLATINUM SEGM 2;1;0;0;4;;608.84;19714.55;0;1;24;3204.66;1547.353603;LA_LIBERTAD;CAS;39;30000;0
201307;151;CLIENTES PLATINUM SEGM 2;1;0;0;2;;16454;80372.43;0;1;24;7074.52;8868.205866;ANCASH;SOL;30;8000;0
201307;152;CLIENTES PLATINUM SEGM 2;0;0;0;4;;22972;15000;0;1;24;0;4497.621196;LIMA_ESTE;CAS;62;20193;0
201307;153;CLIENTES ORO;1;0;0;20;;403.18;0;0;1;24;0;1185.791519;LIMA_NORTE;CAS;37;7600;0
201307;154;CLIENTES ORO;0;0;0;20;;755.92;;;1;4;0;1510.246688;JUNIN;SOL;29;13257;0
201307;155;CLIENTES ORO;0;0;0;20;;5573.18;;0;1;24;0;2187.164488;JUNIN;SOL;31;14907;0
201307;156;CLIENTES ORO;1;0;0;20;;4648.94;;0;1;9;0;1196.378588;LIMA_NORTE;SOL;22;5400;1
201307;157;CLIENTES ORO;1;0;0;20;;2457.75;;;1;8;0;1643.704755;LIMA_CENTRO;SOL;32;3600;0
201307;158;CLIENTES PLATINUM SEGM 2;1;0;0;20;;21215.06;56204.89;1;1;24;19242.7;8893.832567;LIMA_NORTE;SEP;44;3838;0
201307;159;CLIENTES PLATINUM SEGM 2;1;0;0;20;;18022.29;23517.92;2;1;6;8651.87;8176.318783;LIMA_MODERNA;SOL;35;13600;0
201307;160;CLIENTES ORO;0;0;0;20;;5140.5;0;0;1;24;0;2332.056137;AREQUIPA;SOL;32;2297;0
201307;161;CLIENTES ORO;0;0;0;20;;16585;7069.48;0;1;24;0;2439.522592;LIMA_PROV;SOL;42;19823;0
201307;162;CLIENTES PLATINUM SEGM 2;1;0;0;20;;691.19;5404.58;1;1;13;1049.35;1569.407934;AREQUIPA;SOL;30;1200;1
201307;163;CLIENTES ORO;1;0;0;20;;201.08;1500;0;1;24;0;1191.732657;LIMA_NORTE;SOL;25;2500;1
201307;164;CLIENTES PLATINUM SEGM 2;1;0;0;20;;793.61;34603.31;2;1;24;4499.55;2948.098403;LIMA_NORTE;CAS;58;5500;0
201307;165;CLIENTES ORO;0;0;0;20;;6468.68;2723.86;0;1;24;2723.86;1735.711089;AREQUIPA;SOL;27;8869;0
201307;166;CLIENTES ORO;1;0;0;20;;4714.03;854.16;0;1;24;0;1615.645375;LIMA_ESTE;SOL;26;6600;0
201307;167;CLIENTES ORO;0;0;0;20;;8814.49;0;0;1;7;0;2482.235399;CAJAMARCA;SOL;24;7498;0
201307;168;CLIENTES ORO;0;0;0;20;;7797.64;4290.82;0;1;15;2009.7;2363.401146;CALLAO;CAS;48;14790;0
201307;169;CLIENTES ORO;0;0;0;20;;13.71;7743.36;1;1;24;5405.78;1283.610359;ANCASH;CAS;52;10406;0
201307;170;CLIENTES ORO;0;0;0;20;;1526.44;;0;1;24;0;1245.851189;ICA;SOL;43;15705;0
201307;171;CLIENTES ORO;0;0;0;20;;2251.29;0;0;1;24;0;2071.093342;AREQUIPA;SOL;27;538;0
201307;172;CLIENTES PLATINUM SEGM 2;1;0;0;20;;19715;0;0;1;24;0;13256.38695;LIMA_MODERNA;SEP;35;43900;0
201307;173;CLIENTES ORO;0;0;0;20;;4218.59;;;1;24;0;1872.614207;LIMA_SUR;CAS;39;18681;0
201307;174;CLIENTES ORO;1;0;0;20;;5209.7;2000.05;0;1;8;2000.05;2435.009705;LAMBAYEQUE;CAS;29;3600;0
201307;175;CLIENTES PLATINUM SEGM 2;0;0;0;20;;6313.6;26955.21;0;1;24;0;2507.783682;AREQUIPA;CAS;46;19732;0
201307;176;CLIENTES ORO;1;0;0;20;;2617.47;2361.22;1;1;15;1641.79;1512.446755;CUZCO;SOL;29;600;0
201307;177;CLIENTES PLATINUM SEGM 2;1;0;0;20;;16271.17;27680.25;0;1;24;0;6535.76858;LA_LIBERTAD;CAS;25;22000;0
201307;178;CLIENTES ORO;1;0;0;20;;2132.26;0;0;1;4;0;1518.935695;AREQUIPA;SOL;31;3600;0
201307;179;CLIENTES PLATINUM SEGM 2;1;1;1;20;;16802;333855.38;0;1;24;37714.26;16203.06702;LIMA_MODERNA;SOL;34;10000;0
201307;180;CLIENTES ORO;0;0;0;20;;12.39;3737.27;0;1;24;3737.27;1185.21965;LIMA_CENTRO;SOL;35;5697;0
201307;181;CLIENTES PLATINUM SEGM 2;0;0;0;20;;4280.09;17456.94;0;1;2;0;1268.833914;ICA;CAS;27;3166;0
201307;182;CLIENTES ORO;1;0;0;20;;3052.61;0;0;1;24;0;1568.159971;LIMA_SUR;SOL;24;4350;0
201307;183;CLIENTES ORO;1;0;0;20;;2271.86;4665.64;1;1;19;4665.64;1457.566379;CALLAO;SOL;36;6600;0
201307;184;CLIENTES ORO;1;0;0;20;;3314.06;6546.48;0;1;24;0;1444.278065;JUNIN;SOL;35;15100;1
201307;185;CLIENTES PLATINUM SEGM 2;0;0;0;20;;17351;9352.91;0;0;1;8273.03;6682.91511;LIMA_SUR;CAS;56;6427;0
201307;186;CLIENTES ORO;0;0;0;20;;8524.24;52.04;0;1;3;52.04;1998.347138;LIMA_ESTE;SOL;36;11041;0
201307;187;CLIENTES ORO;0;0;0;20;;4068.79;;;1;13;0;1520.93092;LIMA_ESTE;SOL;33;11078;0
201307;188;CLIENTES PLATINUM SEGM 2;0;0;0;20;;22865.18;48826.03;0;1;24;0;6678.610507;CUZCO;CAS;31;19017;0
201307;189;CLIENTES PLATINUM SEGM 2;1;0;0;20;;19203;157197.61;1;1;24;157197.61;10762.58087;AREQUIPA;SOL;38;87500;0
201307;190;CLIENTES ORO;1;0;0;20;;1910.81;3712.01;0;1;20;0;;TACNA;SOL;43;3600;0
201307;191;CLIENTES ORO;0;0;0;20;;1629.88;;0;0;0;0;1727.752308;JUNIN;SOL;34;21209;0
201307;192;CLIENTES PLATINUM SEGM 2;0;0;0;20;;4791.54;187626.37;0;1;24;29106.92;7014.501055;LIMA_MODERNA;CAS;68;248;0
201307;193;CLIENTES ORO;0;0;0;20;;15049.65;3972.98;0;1;24;499.3;2825.668699;LIMA_SUR;CAS;47;21111;0
201307;194;CLIENTES PLATINUM SEGM 2;1;0;0;20;;21421;86387.69;1;1;24;13084.3;8868.300785;AREQUIPA;CAS;41;34600;0
201307;195;CLIENTES ORO;1;0;0;20;;8814.49;;;1;24;0;1932.053382;LIMA_SUR;SOL;50;9900;0
