CODMES;CODSOLICITUD;SEGMENTOCLIENTE;TARJETA_RELACIONADA;VEHICULAR_RELACIONADA;HIPOTECARIO_RELACIONADA;ATRASO_MAXIMO_ULT_24M;MESES_AHORROS_ULT_6M;MEDIANA_AHORROS_ULT_6M;DEUDA_TOTAL_SISTEMA;CLASIF_SISTEMA_ULT_12M;FLG_PDH;NUMERO_DE_PAGOS_PDH;MONTO_DEUDA_TC_SISTEMA;INGRESO_DECLARADO_CLIENTE;ZONA_DEL_DESEMBOLSO;ESTADO_CIVIL;EDAD_T;LINEA_DE_TC_SISTEMA;FLG_DEFAULT_12M
201407;17237;CLIENTES ORO;1;0;0;5;3;505.9933333;8750;4;1;24;0;925.8377296;LIMA_CENTRO;SOL;47;3600;1
201407;17238;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;10434.68258;9169.92;0;1;24;9169.92;3377.360868;LA_LIBERTAD;SOL;37;8700;0
201407;17239;CLIENTES ORO;1;1;0;5;6;16510.72167;55766.01;0;1;24;16286.97;5609.810167;LIMA_CENTRO;SOL;30;6830;0
201407;17240;CLIENTES ORO;0;0;0;5;6;539.7983333;1004.02;0;1;7;1004.02;2205.680452;;;;;0
201407;17241;CLIENTES PLATINUM SEGM 2;1;0;0;5;1;2830.05607;15421.08;1;0;1;12920.95;2147.142449;LIMA_SUR;CAS;63;4000;0
201407;17242;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;7806.411667;4950.7;0;1;24;4950.7;3466.719716;LIMA_MODERNA;CAS;29;11100;0
201407;17243;CLIENTES ORO;0;0;0;5;6;2512.109812;16315.34;0;1;24;10747.37;2469.166369;;;;;0
201407;17244;CLIENTES ORO;0;0;0;5;1;1242.283333;;2;1;24;0;1275.706089;ANCASH;SOL;47;21260;0
201407;17245;CLIENTES ORO;0;0;0;5;5;746.61;7424.49;2;1;24;848.15;1448.412965;LA_LIBERTAD;SOL;49;19087;0
201407;17246;CLIENTES ORO;1;0;0;5;6;3638.95;466.99;0;1;24;466.99;1795.002766;LIMA_NORTE;CAS;26;1300;0
201407;17247;CLIENTES PLATINUM SEGM 2;1;1;1;5;6;24065.56433;172996.21;0;1;24;35892.68;12594.80724;LIMA_MODERNA;SOL;33;31844;0
201407;17248;CLIENTES ORO;0;0;0;5;3;2198.713333;1123.05;1;1;24;1123.05;1337.310452;PIURA;SOL;40;15192;0
201407;17249;CLIENTES ORO;0;0;0;5;6;1609.01;;;1;24;0;2089.336432;LIMA_ESTE;SOL;27;12193;0
201407;17250;CLIENTES ORO;1;0;0;5;6;1497.775;8436.76;0;1;16;59.8;1967.710622;AREQUIPA;SOL;25;2150;0
201407;17251;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;13088.16333;64298.12;0;1;24;0;5375.061733;MOQUEGUA;CAS;39;8908;0
201407;17252;CLIENTES ORO;1;0;0;5;6;9650.761667;8793.97;0;1;24;4545.24;4588.207955;AREQUIPA;SOL;36;1000;0
201407;17253;CLIENTES ORO;1;0;0;5;5;2614.251667;15544.79;0;1;24;0;2021.87852;AREQUIPA;SOL;33;9210;0
201407;17254;CLIENTES ORO;0;0;0;5;;2853.376667;1720.04;0;1;24;1720.04;1080.460303;LA_LIBERTAD;SOL;25;259;0
201407;17255;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;49982.34;1;1;24;43732.2;6174.01159;LIMA_ESTE;VIU;47;10800;0
201407;17256;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;5929.308387;65215.88;0;1;24;0;5958.51457;LIMA_ESTE;SOL;36;35000;0
201407;17257;CLIENTES ORO;1;0;0;5;4;1814.926667;17504.43;1;1;24;4327.02;2345.201729;LIMA_CENTRO;SOL;25;2500;0
201407;17258;CLIENTES ORO;1;0;0;5;6;4633.853333;10761.83;1;0;1;7531.6;1900.578849;AMAZONAS;CAS;32;7950;0
201407;17259;CLIENTES ORO;1;0;0;5;6;6071.568773;3987.19;0;1;24;884.13;2358.850699;AREQUIPA;SOL;41;4700;0
201407;17260;CLIENTES ORO;1;0;0;5;6;1165.051667;5411.31;4;0;1;5411.31;2006.319245;LIMA_ESTE;SOL;45;11800;0
201407;17261;CLIENTES ORO;1;0;0;5;6;17850.26167;9825.87;0;0;1;9825.87;6989.183576;LA_LIBERTAD;CAS;30;11570;0
201407;17262;CLIENTES ORO;0;0;0;5;6;10539.57263;43894.56;0;1;24;5793.17;3758.60259;LA_LIBERTAD;SOL;38;17139;0
201407;17263;CLIENTES ORO;1;0;0;5;6;2104.610567;4200.67;1;0;0;1700.54;1726.727712;AREQUIPA;SOL;29;1250;0
201407;17264;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;6016.207975;38615.58;0;1;24;38615.58;9553.426727;LIMA_MODERNA;CAS;42;48000;0
201407;17265;CLIENTES ORO;0;0;0;5;3;5363.569308;5639.08;0;1;24;237.11;1633.917856;LIMA_SUR;CAS;45;22480;0
201407;17266;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;987.7306133;5153.08;0;1;9;5153.08;3875.131398;CAJAMARCA;CAS;48;32600;0
201407;17267;CLIENTES ORO;0;0;0;5;;2090.225;804.13;3;1;24;804.13;1128.566989;LIMA_ESTE;SOL;27;12077;1
201407;17268;CLIENTES ORO;1;0;0;5;4;161.6833333;22039.2;0;0;1;22039.2;2361.863864;ICA;CAS;33;14200;0
201407;17269;CLIENTES ORO;0;0;0;5;6;8794.575;552.33;0;1;24;0;2441.551471;LIMA_ESTE;SOL;25;3483;0
201407;17270;CLIENTES ORO;0;0;0;5;5;1205.813333;;;1;8;0;1830.999458;AREQUIPA;CAS;32;6725;0
201407;17271;CLIENTES ORO;1;0;0;5;6;7776.715;0;0;1;15;0;1977.653269;AREQUIPA;SOL;37;5400;0
201407;17272;CLIENTES ORO;0;0;0;5;6;20132.35;677.68;0;1;11;677.68;2554.7546;LIMA_SUR;CAS;35;11084;0
201407;17273;CLIENTES ORO;1;0;0;5;6;4010.786667;11349.21;0;1;20;11349.21;2498.527987;LIMA_NORTE;SOL;31;7600;0
201407;17274;CLIENTES ORO;1;0;0;5;;378.0425233;6968.26;0;1;24;3358.64;1490.505137;PIURA;CAS;26;5357;0
201407;17275;CLIENTES PLATINUM SEGM 2;1;0;0;5;2;19166.52563;11071.22;1;1;24;5541.13;2503.703171;LIMA_NORTE;SOL;60;8000;0
201407;17276;CLIENTES ORO;1;0;0;5;6;7728.101667;27422.74;0;1;24;6692.75;4368.760718;LIMA_ESTE;SOL;27;12350;0
201407;17277;CLIENTES PLATINUM SEGM 2;1;1;0;5;6;1732.571667;17687.37;0;1;24;11555.01;7535.879554;LIMA_MODERNA;CAS;57;34580;0
201407;17278;CLIENTES PLATINUM SEGM 2;1;0;0;5;1;8234.00175;6693.61;0;0;1;6693.61;3204.597197;LA_LIBERTAD;CAS;35;17200;0
201407;17279;CLIENTES ORO;1;0;0;5;6;4371.515;2554.42;0;1;24;2151.64;1698.274811;LIMA_SUR;SOL;33;2620;0
201407;17280;CLIENTES ORO;0;0;0;5;5;3843.691907;13465.64;1;1;20;3155.06;1961.693408;CAJAMARCA;SOL;32;11526;0
201407;17281;CLIENTES ORO;1;0;0;5;4;978.21;2590.93;0;1;24;2590.93;1756.092512;LA_LIBERTAD;SOL;26;8000;0
201407;17282;CLIENTES ORO;1;0;0;5;6;3333.641667;3907.27;1;0;0;3907.27;2062.506556;LA_LIBERTAD;SOL;38;2240;0
201407;17283;CLIENTES ORO;0;0;0;5;6;5326.02;;0;1;24;0;1637.294886;LIMA_PROV;SOL;39;16656;0
201407;17284;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;8957.571667;40954.22;0;1;24;24.9;2181.234522;LIMA_CENTRO;SOL;37;12536;0
201407;17285;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;71765.54;0;1;24;1337.49;4466.581389;AREQUIPA;CAS;58;4000;1
201407;17286;CLIENTES ORO;1;0;0;5;6;17070.44333;18990.95;0;1;24;8101.81;4181.548654;AREQUIPA;SOL;37;5500;0
201407;17287;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;6223.517073;14019.8;0;1;24;0;1769.777936;AREQUIPA;SOL;26;17609;0
201407;17288;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;7135.46279;6120.28;0;0;1;2139.07;3285.978043;AREQUIPA;CAS;45;6688;0
201407;17289;CLIENTES PLATINUM SEGM 2;1;1;0;5;6;1672.323333;48053.49;0;1;24;16467.04;6327.549992;LIMA_NORTE;SOL;36;31700;0
201407;17290;CLIENTES ORO;0;0;0;5;2;8143.85;;4;1;24;0;1856.524936;LIMA_ESTE;SOL;34;9990;0
201407;17291;CLIENTES ORO;1;0;0;5;6;6705.708333;0;0;1;24;0;2941.746754;LAMBAYEQUE;SOL;29;3700;0
201407;17292;CLIENTES ORO;1;0;0;5;2;6816.27;8874.41;1;1;24;582.19;1751.850101;LIMA_ESTE;CAS;40;600;0
201407;17293;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;1000.145;0;0;1;9;0;3222.681723;LIMA_MODERNA;CAS;35;15000;0
201407;17294;CLIENTES ORO;1;0;0;5;5;3598.63;1728.03;0;1;24;106.6;1724.027259;AREQUIPA;SOL;31;3600;0
201407;17295;CLIENTES ORO;1;0;0;5;3;3288.365;1996.52;0;1;24;1996.52;;PIURA;SOL;22;3500;0
201407;17296;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;77166.42;0;0;1;77166.42;15537.12309;SAN_MARTIN;CAS;50;131950;0
201407;17297;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;350.0166667;148778.23;1;1;23;2618.33;2294.188975;CALLAO;VIU;39;17936;0
201407;17298;CLIENTES ORO;1;0;0;5;4;2656.943333;169;0;1;24;169;1582.252486;LIMA_ESTE;SOL;24;1900;0
201407;17299;CLIENTES ORO;0;0;0;5;4;2189.548333;21202.5;0;1;12;0;1959.398907;LIMA_ESTE;CAS;53;19694;0
201407;17300;CLIENTES ORO;1;0;0;5;6;6382.738333;23236.5;0;1;24;3380.99;5468.580069;CUZCO;CAS;34;17050;0
201407;17301;CLIENTES ORO;0;0;0;5;3;1914.106667;;;1;17;0;1612.634927;LIMA_ESTE;SOL;29;16223;0
201407;17302;CLIENTES ORO;0;0;0;5;;2047.51;538.78;0;1;24;538.78;1436.744856;ICA;CAS;40;12528;0
201407;17303;CLIENTES ORO;0;0;0;5;6;958.8023683;426.81;0;1;5;426.81;2364.210157;LIMA_MODERNA;SOL;26;12815;0
201407;17304;CLIENTES ORO;0;0;0;5;6;24065.56433;68713.22;0;1;24;665.07;4047.059664;LIMA_PROV;SOL;30;12920;0
201407;17305;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;139420.4;2;1;23;48939.05;8211.766153;LIMA_MODERNA;SOL;30;8928;0
201407;17306;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;6982.556667;45081.72;0;0;1;25965.97;5697.85905;;;;;0
201407;17307;CLIENTES SIGNATURE;1;0;0;5;6;3178.65;2582.33;0;1;13;2582.33;2965.158869;LIMA_MODERNA;SOL;30;10900;0
201407;17308;CLIENTES ORO;1;0;0;5;6;744.6966667;27970.79;0;1;12;3354.96;2976.126309;CALLAO;CAS;34;7700;0
201407;17309;CLIENTES ORO;1;0;0;5;6;9484.056667;4810.32;0;1;24;4810.32;2609.256011;LIMA_ESTE;SOL;31;17380;0
201407;17310;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;19863.88667;2586.84;0;1;14;0;3314.288249;AREQUIPA;SOL;32;8974;0
201407;17311;CLIENTES ORO;1;0;0;5;5;5055.018333;3697.23;0;1;16;659.73;2116.767607;LIMA_ESTE;SOL;39;14800;0
201407;17312;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;24065.56433;3307.53;2;1;24;0;4053.732754;CUZCO;SOL;36;17132;0
201407;17313;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;3497.35;32562.41;0;1;9;501.39;3914.568623;LIMA_SUR;CAS;34;30000;0
201407;17314;CLIENTES ORO;0;0;0;5;6;1908.763333;786.92;1;1;5;0;1947.417572;AREQUIPA;SOL;33;8975;0
201407;17315;CLIENTES ORO;1;0;0;5;6;2177.468333;2064.56;0;1;20;2064.56;2314.291251;LIMA_NORTE;SOL;28;14310;0
201407;17316;CLIENTES ORO;1;0;0;5;6;3079.936667;12330.84;0;1;24;12330.84;2503.804818;AREQUIPA;SOL;24;15000;0
201407;17317;CLIENTES ORO;1;0;0;5;6;11197.89782;4959.99;0;1;24;0;2331.342552;PUNO;SOL;38;9900;0
201407;17318;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;1069.325;3408.41;0;1;24;0;2861.8945;LIMA_MODERNA;SOL;35;13606;0
201407;17319;CLIENTES PLATINUM SEGM 2;1;0;1;5;6;11929.74148;162713.07;0;1;7;0;8819.097144;LIMA_ESTE;CAS;37;24900;0
201407;17320;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;1827.291265;114477.81;0;1;18;45767.72;6223.39297;LIMA_MODERNA;SOL;40;12370;0
201407;17321;CLIENTES ORO;1;0;0;5;1;2747.45;30072.57;0;0;1;22710.44;2736.766957;LORETO;SOL;37;4800;0
201407;17322;CLIENTES ORO;1;0;0;5;6;6062.026605;2740.46;1;1;24;2740.46;3775.727731;LIMA_NORTE;SOL;29;5100;0
201407;17323;CLIENTES PLATINUM SEGM 2;1;0;0;5;3;501.32;18758.82;0;0;1;18758.82;5647.434716;LIMA_ESTE;CAS;31;11300;0
201407;17324;CLIENTES ORO;0;0;0;5;6;13525.53;12041.9;0;1;24;0;2471.300368;LIMA_SUR;SOL;58;15566;0
201407;17325;CLIENTES PLATINUM SEGM 2;0;0;0;5;1;2337.678333;20669.39;0;0;0;4217.61;1030.285088;LIMA_MODERNA;CAS;37;2385;0
201407;17326;CLIENTES PLATINUM SEGM 2;1;0;0;5;5;13224.27;27907.74;0;0;1;27907.74;4523.79486;ICA;CBS;50;30000;0
201407;17327;CLIENTES ORO;1;0;0;5;6;3739.421667;17881.65;0;1;7;12324.59;1842.306535;LIMA_PROV;SOL;42;6600;1
201407;17328;CLIENTES ORO;0;0;0;5;2;198.9483333;1768.57;3;1;24;0;1064.91747;LIMA_CENTRO;SOL;48;1582;0
201407;17329;CLIENTES ORO;1;0;0;5;3;3360.773333;12231.2;0;1;24;2231.2;1639.367721;LIMA_NORTE;CAS;27;1800;0
201407;17330;CLIENTES ORO;0;0;0;5;1;1159.07;549.51;1;1;19;549.51;1434.467331;LIMA_NORTE;SOL;25;10477;0
201407;17331;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;5382.318333;57373.62;0;0;1;15684.86;4171.501601;ICA;SOL;33;6300;0
201407;17332;CLIENTES ORO;1;0;0;5;6;4624.105;69.19;0;1;24;69.19;1870.755222;MOQUEGUA;SEP;34;1850;0
201407;17333;CLIENTES ORO;0;0;0;5;6;5666.33;2475.62;1;1;22;1875.62;2464.128847;LIMA_SUR;CAS;38;12242;0
201407;17334;CLIENTES ORO;1;0;0;5;6;7400.990982;47147.99;0;1;24;952.38;3382.694353;LIMA_CENTRO;VIU;50;2000;0
201407;17335;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;3890.22;;;1;3;0;4637.891303;SAN_MARTIN;CAS;55;19743;0
201407;17336;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;5294.538333;4.9;0;1;24;4.9;2198.138362;LIMA_NORTE;SOL;28;11518;0
201407;17337;CLIENTES ORO;1;0;0;5;5;503.2333333;;;1;24;0;1630.478055;ANCASH;SOL;40;3600;0
201407;17338;CLIENTES ORO;1;0;0;5;6;3692.398333;2316.38;0;1;21;0;1738.013117;LIMA_NORTE;SOL;29;9106;0
201407;17339;CLIENTES ORO;1;0;0;5;6;3127.871667;0;0;1;21;0;;;;;1030;0
201407;17340;CLIENTES ORO;0;0;0;5;6;3694.123333;;;1;24;0;1216.943615;PUNO;SOL;31;5887;0
201407;17341;CLIENTES PLATINUM SEGM 2;1;0;0;5;5;7621.255957;49489.16;0;0;1;24298.65;4867.440713;LIMA_ESTE;SOL;48;14200;0
201407;17342;CLIENTES ORO;1;0;0;5;6;11920.11464;41793.25;0;1;7;0;2924.658739;PUNO;SOL;29;30000;0
201407;17343;CLIENTES ORO;0;0;0;5;3;4237.91;6138.72;0;1;24;0;1560.148372;LIMA_NORTE;SOL;34;13076;0
201407;17344;CLIENTES ORO;1;0;0;5;3;9771.323573;2164.58;0;1;24;0;1712.602867;LIMA_NORTE;CAS;52;10900;0
201407;17345;CLIENTES ORO;1;0;0;5;5;1254.751667;9243.46;1;1;9;2946.81;2090.620941;LIMA_ESTE;CAS;43;8000;1
201407;17346;CLIENTES PLATINUM SEGM 2;0;0;0;5;6;2849.757333;15003.4;0;1;19;15003.4;2204.080742;AREQUIPA;CAS;38;3141;0
201407;17347;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;64676.02;0;1;24;18523.48;8933.407119;LIMA_NORTE;SOL;32;26490;0
201407;17348;CLIENTES ORO;1;0;0;5;5;1636.846667;13032.68;0;1;18;420.15;1702.516838;LIMA_MODERNA;SOL;33;19200;0
201407;17349;CLIENTES ORO;0;0;0;5;3;2918.29;1425.03;0;1;24;0;1228.963936;LIMA_ESTE;CAS;43;10371;0
201407;17350;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;9346.346667;36002.97;0;1;21;5190.48;7653.646324;LIMA_MODERNA;SOL;28;30000;0
201407;17351;CLIENTES ORO;1;0;0;5;6;4948.938763;3242.95;0;1;24;0;1495.338336;LIMA_ESTE;SOL;25;3500;0
201407;17352;CLIENTES ORO;1;0;0;5;6;12085.96333;9340.83;2;1;24;9340.83;2934.032846;LIMA_NORTE;SOL;35;4230;0
201407;17353;CLIENTES ORO;1;0;0;5;3;10676.42;22823.69;1;1;3;15000.75;3003.504144;LA_LIBERTAD;SOL;28;16300;0
201407;17354;CLIENTES ORO;0;0;0;5;6;24065.56433;28759.08;0;1;24;0;4463.881269;LIMA_NORTE;SOL;27;22417;0
201407;17355;CLIENTES ORO;0;0;0;5;6;7933.917462;3466.11;0;1;24;3466.11;2247.266276;LIMA_MODERNA;SOL;27;9280;0
201407;17356;CLIENTES PLATINUM SEGM 2;1;1;0;5;6;24065.56433;207780.74;1;1;24;3893.2;8195.460254;LIMA_MODERNA;CAS;32;4700;0
201407;17357;CLIENTES ORO;1;0;0;5;6;5533.415;5530.65;0;1;4;24.71;4142.073367;LIMA_MODERNA;SOL;34;6000;0
201407;17358;CLIENTES ORO;1;0;0;5;5;7737.575;3334.15;0;1;24;3334.15;1946.653364;CALLAO;CAS;47;13600;0
201407;17359;CLIENTES ORO;1;0;0;5;6;978.5766667;680.73;0;1;9;680.73;1231.387692;LIMA_PROV;CAS;44;1200;0
201407;17360;CLIENTES ORO;0;0;0;5;2;2568.206667;;;1;24;0;1184.283421;;;;;0
201407;17361;CLIENTES ORO;1;0;0;5;6;14823.35452;395.36;0;1;24;3.41;2170.502618;ICA;SOL;45;3500;0
201407;17362;CLIENTES ORO;1;0;0;5;5;179.525;502.26;0;1;24;502.26;1255.904417;LA_LIBERTAD;CAS;56;3000;0
201407;17363;CLIENTES PLATINUM SEGM 2;0;0;0;5;5;15520.15667;272635.05;0;0;1;47933.24;8366.920584;LIMA_MODERNA;CAS;48;7737;0
201407;17364;CLIENTES ORO;0;0;0;5;6;1228.761667;3185.07;1;1;9;3185.07;1606.589844;ICA;SOL;36;17042;0
201407;17365;CLIENTES ORO;1;0;0;5;4;2827.466667;;;1;24;0;1166.045214;LIMA_CENTRO;SOL;24;4400;0
201407;17366;CLIENTES ORO;1;0;0;5;6;10840.8304;53292.99;0;1;16;27204.21;3231.999924;LA_LIBERTAD;SOL;36;30900;0
201407;17367;CLIENTES ORO;1;0;0;5;6;5480.637358;19917.41;0;1;24;4161.81;4334.639834;AREQUIPA;SOL;29;17300;0
201407;17368;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;8814.485302;0;0;1;24;0;5570.612063;CALLAO;SEP;51;500;0
201407;17369;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;77342.79;0;1;24;8187.2;7623.88698;ANCASH;SOL;32;12336;0
201407;17370;CLIENTES ORO;0;0;0;5;2;3043.685;;4;1;17;0;1253.886755;LIMA_ESTE;SOL;46;14895;0
201407;17371;CLIENTES ORO;0;0;0;5;6;4353.431667;758.13;0;1;19;0;1688.761436;CAJAMARCA;SOL;35;11310;0
201407;17372;CLIENTES ORO;0;0;0;5;6;4115.641667;42970.68;1;1;23;2388.51;3400.533367;ICA;SOL;27;7659;0
201407;17373;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;49671.03;0;1;24;49671.03;11441.44507;LIMA_PROV;SOL;40;30000;0
201407;17374;CLIENTES ORO;0;0;0;5;6;1512.205;34277.34;0;0;1;0;3177.882308;ICA;SOL;60;12127;0
201407;17375;CLIENTES ORO;1;0;0;5;1;1848.506355;995.57;0;1;24;995.57;1342.50884;LAMBAYEQUE;SOL;23;500;1
201407;17376;CLIENTES ORO;0;0;0;5;6;8617.645;28236.12;0;1;24;26778.14;2753.497415;LA_LIBERTAD;SOL;30;9008;0
201407;17377;CLIENTES ORO;1;0;0;5;2;120.915;859.47;3;1;7;0;1629.989731;CUZCO;SOL;39;1353;1
201407;17378;CLIENTES ORO;0;0;0;5;4;143.3133333;460.31;0;1;24;0;1372.30386;LIMA_MODERNA;CAS;64;6753;0
201407;17379;CLIENTES ORO;0;0;0;5;5;1532.418333;9411.1;0;0;1;0;2346.558857;LIMA_PROV;CAS;68;3973;0
201407;17380;CLIENTES ORO;1;0;0;5;5;227.555;2114.13;0;1;24;586.24;1509.005966;LIMA_CENTRO;CAS;47;6564;0
201407;17381;CLIENTES ORO;0;0;0;5;6;6654.025715;3919.35;2;1;24;2004.29;1916.811264;LIMA_ESTE;SOL;35;13704;0
201407;17382;CLIENTES ORO;1;0;0;5;6;600.2683333;11365.14;2;1;24;8968.35;1831.53238;ICA;SOL;32;4750;0
201407;17383;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;905.42;0;0;1;905.42;4408.977417;LIMA_NORTE;SOL;38;24000;0
201407;17384;CLIENTES ORO;1;0;0;5;2;8258.85548;14575.91;0;0;0;2298.79;2286.404854;LIMA_NORTE;SOL;29;2300;1
201407;17385;CLIENTES PLATINUM SEGM 2;1;0;0;5;3;6148.966667;171316;0;0;0;74791.68;;;;;12180;0
201407;17386;CLIENTES ORO;0;0;0;5;2;54.81833333;0;0;1;24;0;1359.341502;ICA;CAS;42;13747;0
201407;17387;CLIENTES ORO;1;0;0;5;4;5827.601667;2620;4;1;24;0;1871.009873;LIMA_NORTE;SOL;30;10900;1
201407;17388;CLIENTES ORO;0;0;0;5;4;4233.611667;;;1;4;0;1595.910339;CALLAO;CAS;30;6765;1
201407;17389;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;8156.96101;43653.11;0;1;19;43653.11;5682.911055;PIURA;CAS;37;45000;0
201407;17390;CLIENTES ORO;0;0;0;5;6;7665.548333;0;0;1;24;0;2251.486604;LAMBAYEQUE;SOL;35;18298;0
201407;17391;CLIENTES ORO;1;0;0;5;6;6257.473333;600;0;1;24;0;1730.550021;ANCASH;SOL;30;6600;0
201407;17392;CLIENTES ORO;1;0;0;5;4;1945.095;50583.77;0;0;1;8510.47;2700.364948;LIMA_PROV;CAS;42;30000;0
201407;17393;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;3010.57;11173.97;0;1;24;3197.73;4736.29493;CALLAO;SOL;33;30000;0
201407;17394;CLIENTES ORO;1;0;0;5;1;65.32166667;650.31;0;1;21;650.31;1137.071212;ICA;SOL;34;2200;0
201407;17395;CLIENTES PLATINUM SEGM 2;1;0;0;60;6;22065.56433;421349.33;3;0;1;49753.18;11604.43753;CAJAMARCA;SOL;44;46140;1
201407;17396;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;24065.56433;35373.31;0;1;24;10324.1;9573.751502;LIMA_MODERNA;SOL;32;20000;0
201407;17397;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;2220.8535;900;0;1;8;900;2107.45324;LIMA_ESTE;CAS;41;10800;0
201407;17398;CLIENTES ORO;1;0;0;5;1;4180.028333;5282.27;1;1;24;2577.28;1133.122496;LIMA_ESTE;SOL;33;1500;0
201407;17399;CLIENTES PLATINUM SEGM 2;1;0;0;5;5;2672.255595;68702.05;1;0;1;68702.05;4922.819914;LIMA_MODERNA;CAS;59;58809;0
201407;17400;CLIENTES ORO;0;0;0;5;6;1897.45;;;1;21;0;1344.630807;JUNIN;SOL;23;6528;0
201407;17401;CLIENTES ORO;1;0;0;5;6;12320.85219;56694.53;1;0;1;56694.53;5817.656684;LIMA_MODERNA;SOL;37;10590;0
201407;17402;CLIENTES ORO;1;0;0;5;2;2450.143333;2940.61;0;1;13;2940.61;1285.340913;LIMA_SUR;SOL;46;1070;0
201407;17403;CLIENTES ORO;0;0;0;5;2;8814.485302;79.69;2;1;24;79.69;2839.380498;PIURA;CAS;51;15307;0
201407;17404;CLIENTES ORO;1;0;0;5;5;467.3366667;9608.42;0;1;12;3540.53;1670.333213;LIMA_SUR;SOL;24;1899;0
201407;17405;CLIENTES ORO;1;0;0;5;5;187.04;7609.78;0;1;9;4304.83;1205.415665;AREQUIPA;SOL;27;5750;0
201407;17406;CLIENTES PLATINUM SEGM 2;1;0;0;5;5;18459.165;48657.38;0;1;21;4380.96;7782.783219;LIMA_MODERNA;SOL;32;19066;0
201407;17407;CLIENTES ORO;0;0;0;5;6;8811.896667;;;1;24;0;1879.649685;LIMA_NORTE;SOL;37;9135;0
201407;17408;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;6513.195;26915.87;0;1;24;3404.4;6858.784319;ANCASH;CAS;50;8800;0
201407;17409;CLIENTES ORO;1;0;0;5;;1336.781667;2115.46;0;1;24;2115.46;1632.360209;LIMA_ESTE;CAS;27;7500;0
201407;17410;CLIENTES ORO;1;0;0;5;6;2797.03;0;0;1;24;0;;CALLAO;SOL;21;3500;0
201407;17411;CLIENTES ORO;1;0;0;5;1;1322.265353;29370.49;4;0;1;213.86;2455.223113;HUANUCO;CAS;60;14500;0
201407;17412;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;9352.46;41296.18;0;1;24;22388.42;6866.666016;LIMA_MODERNA;SOL;33;6000;0
201407;17413;CLIENTES PLATINUM SEGM 2;1;0;0;5;6;9002.921667;24123.85;0;1;24;24123.85;8519.927533;LIMA_MODERNA;SEP;45;16500;0
201407;17414;CLIENTES PLATINUM SEGM 2;0;0;0;5;4;1301.26664;4080.97;0;0;1;4080.97;1817.586722;CAJAMARCA;SOL;38;7431;0
201407;17415;CLIENTES ORO;0;0;0;5;3;12376.86958;8124.16;0;1;24;0;1911.061363;PIURA;CAS;49;6054;0
201407;17416;CLIENTES ORO;0;0;0;5;6;2102.805;3580.82;0;1;7;364.32;2198.616927;LIMA_NORTE;SOL;41;11549;0
201407;17417;CLIENTES ORO;1;0;0;5;5;3519.436667;5435.02;0;1;21;5435.02;2152.759787;LIMA_MODERNA;SOL;25;1610;0
201407;17418;CLIENTES ORO;1;0;0;5;4;5633.663333;11047.13;2;1;24;784.08;1607.380338;ICA;SOL;44;500;0
201407;17419;CLIENTES ORO;1;0;0;5;6;16036.69007;34464.55;1;1;24;20356.11;3491.065557;LIMA_SUR;SOL;40;7700;0
201407;17420;CLIENTES ORO;1;0;0;5;4;738.1116667;5222.73;0;1;24;4494.62;2213.653174;LIMA_PROV;CAS;53;17140;0
201407;17421;CLIENTES ORO;0;0;0;5;6;7354.248333;25346.67;1;1;24;2537.16;2226.817489;LIMA_NORTE;SOL;27;744;0
